   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   25   25
   20  27  27  27  28  28  28  27  28  20  28  27  28  27  20  27  27  28  27  28  28  27  28  27  28  27  20  28  28  26  26
   389  398  398  398  397  397  399  399  400  390  397  398  400  399  391  395  397  398  399  399  396  396  396  398  399  398  390  398  397  396  29
   26   26
   21  28  28  29  29  29  29  28  29  21  29  29  29  28  21  28  28  28  28  29  29  28  29  29  29  29  21  29  29  27  26
   388  397  397  397  396  397  398  398  399  388  396  397  399  398  389  394  396  398  398  398  395  395  396  397  399  396  389  397  396  395  31
   27   27
   20  27  28  28  29  28  28  27  28  20  28  28  28  28  20  28  27  28  27  28  28  27  28  28  28  28  20  29  28  26  27
   387  396  396  396  396  396  397  397  398  388  396  396  398  397  389  394  395  397  397  397  394  395  395  396  398  396  388  397  395  395  30
   28   28
   21  29  29  29  30  29  30  28  30  20  29  29  29  29  21  29  28  28  28  30  29  29  29  29  29  29  21  30  29  27  29
   389  398  398  398  398  398  399  399  400  389  397  398  400  399  391  396  397  398  399  399  397  396  397  398  399  398  390  399  398  396  30
   29   29
   21  28  29  29  30  30  29  29  30  21  29  29  28  29  22  29  29  29  28  30  29  29  29  28  30  29  22  30  29  28  26
   387  396  396  396  396  395  397  397  397  387  395  396  398  397  388  394  395  396  397  397  394  394  395  396  397  396  388  396  395  394  30
   30   30
   23  31  31  31  32  32  32  32  32  23  32  31  32  32  24  31  31  31  31  32  32  31  31  32  32  31  24  32  32  30  28
   385  394  395  395  394  394  395  396  396  386  394  395  397  396  387  393  394  395  395  396  393  393  394  395  396  395  387  395  394  393  30
   31   31
   25  33  32  32  33  33  34  33  33  25  33  33  34  32  25  32  32  33  33  33  33  32  33  33  33  32  25  33  33  31  27
   384  393  393  393  393  393  394  394  395  385  393  393  395  394  386  391  393  394  394  394  392  392  392  394  395  393  386  394  393  392  29
   32   32
   20  27  27  27  28  28  28  27  28  20  28  27  28  27  20  27  27  28  27  28  28  27  28  27  28  27  20  28  28  26  26
   385  395  395  395  395  394  395  396  397  387  394  394  397  396  388  393  395  395  396  396  394  393  393  395  396  395  387  395  394  393  30
   33   33
   20  28  28  28  29  29  29  28  29  20  29  28  28  28  21  28  28  28  28  29  29  28  28  28  29  28  21  29  29  27  27
   390  399  399  399  399  399  400  400  401  391  398  399  401  401  392  397  399  400  400  400  398  398  398  400  401  400  392  401  399  398  30
   34   34
   21  28  29  29  29  29  29  29  29  21  29  29  29  29  21  29  28  29  28  29  29  28  29  29  29  29  21  30  29  27  27
   390  399  399  399  399  399  400  400  401  391  399  399  401  400  392  397  399  400  400  400  398  398  398  400  401  400  392  401  399  398  29
   35   35
   27  35  35  35  36  35  36  35  35  27  35  35  35  35  27  35  35  35  35  36  35  35  35  35  35  35  27  36  36  34  28
   391  400  400  400  400  400  401  401  402  392  400  401  402  401  393  398  400  401  401  401  399  399  399  401  402  401  393  402  400  399  30
   36   36
   22  30  30  30  31  31  31  30  31  22  31  30  31  30  23  30  30  30  30  31  31  30  31  31  31  30  23  31  31  29  28
   392  401  401  401  401  401  402  402  403  393  401  402  404  402  394  400  401  402  402  402  400  400  401  402  403  402  394  403  402  400  30
   37   37
   24  31  32  32  32  32  33  32  32  24  32  32  32  32  24  32  31  32  32  32  32  31  32  32  32  32  24  33  32  30  27
   393  402  402  402  402  402  403  403  404  394  402  403  404  403  395  401  402  403  403  403  401  401  402  403  404  403  395  403  403  401  29
   38   38
   27  34  35  35  35  35  36  35  35  27  35  35  35  35  27  35  34  35  35  35  35  35  35  35  35  35  27  36  35  33  27
   397  404  406  406  406  405  405  405  408  398  405  407  405  406  399  404  405  407  405  406  405  404  405  403  406  406  398  406  406  404  27
   39   39
   28  35  36  36  37  36  37  36  37  28  36  36  36  36  28  36  36  36  36  37  36  36  36  36  36  36  28  37  36  35  28
   393  402  402  402  402  402  403  403  404  394  402  402  404  403  395  401  402  403  403  403  401  401  402  403  404  402  395  403  402  401  29
   40   40
   28  36  36  36  37  37  37  36  37  28  37  36  36  36  29  36  36  36  36  37  37  36  36  36  37  36  29  37  37  35  27
   391  400  400  400  400  400  401  401  402  392  400  400  402  401  393  399  400  401  401  401  399  399  399  401  401  400  393  401  400  399  29
   41   41
   21  28  29  29  29  29  30  29  29  21  29  29  29  29  21  29  28  29  29  29  29  28  29  29  29  29  21  30  29  27  27
   391  400  400  401  400  400  401  401  402  392  400  401  402  402  393  398  400  401  401  401  399  399  399  401  402  401  394  402  401  399  29
   42   42
   21  28  29  29  30  29  30  29  30  21  29  29  29  29  22  29  29  29  29  30  29  29  29  29  29  29  21  30  29  28  27
   392  401  401  401  401  401  402  402  403  393  401  402  403  402  394  399  401  402  402  402  400  400  400  402  403  402  394  403  402  400  30
   43   43
   23  31  31  31  32  32  32  31  32  23  32  31  31  31  24  31  31  31  31  32  31  31  31  31  31  31  24  32  32  30  27
   394  403  403  404  403  403  403  404  405  395  403  403  405  404  396  401  403  403  404  405  402  402  402  403  404  404  396  405  403  402  29
   44   44
   23  31  31  31  32  32  32  31  32  23  32  31  31  31  24  31  31  31  31  32  32  31  31  31  32  31  24  32  32  30  27
   396  405  405  405  405  404  406  406  406  396  404  405  407  406  397  403  404  405  406  406  403  403  404  405  406  405  397  406  405  403  30
   45   45
   24  32  32  32  33  33  33  32  33  24  33  32  32  32  25  32  32  32  32  33  32  32  32  32  33  32  25  33  33  31  27
   397  406  406  406  406  406  407  407  407  398  406  406  408  407  399  404  405  407  407  407  405  405  405  407  407  406  399  407  406  405  28
   46   46
   26  34  34  34  35  34  35  34  35  26  34  34  34  34  26  34  34  34  34  35  34  34  34  34  34  34  26  35  35  33  28
   395  404  404  404  404  403  404  405  405  395  403  404  405  405  396  402  403  404  404  405  403  402  403  404  405  404  397  405  404  402  29
   47   47
   27  35  35  35  36  35  36  35  35  27  35  35  35  35  27  35  35  35  35  36  35  35  35  35  35  35  27  36  35  34  28
   395  403  403  403  403  403  404  404  405  395  403  404  405  404  396  402  403  404  404  404  402  402  403  404  405  404  396  404  403  402  28
   48   48
   27  35  35  35  36  35  36  35  35  27  35  35  35  35  27  35  35  35  35  36  35  35  35  35  35  35  27  36  35  34  28
   392  401  401  401  401  401  402  402  403  393  401  401  403  402  394  399  401  402  402  402  400  400  400  402  402  401  394  402  401  400  29
   49   49
   22  29  29  29  30  30  30  29  30  22  30  29  30  29  22  29  29  29  29  30  30  29  30  30  30  29  22  30  30  28  26
   394  402  402  402  402  402  403  403  404  394  402  402  404  403  395  400  401  403  403  403  400  401  401  403  404  402  395  403  402  401  28
   50   50
   22  29  29  30  30  30  30  30  30  22  30  30  30  30  22  30  29  30  29  30  30  29  30  30  30  30  22  30  30  28  27
   395  403  404  404  404  403  404  405  405  395  403  404  405  405  396  402  403  404  404  405  402  402  403  404  405  404  396  405  404  402  30
   51   51
   22  30  30  30  31  31  31  30  31  22  31  30  31  30  23  30  30  30  30  31  31  30  31  30  31  30  23  31  31  29  27
   396  405  406  406  405  405  406  406  407  397  405  406  407  407  398  403  405  406  406  406  404  404  404  405  407  406  398  406  405  404  30
   52   52
   24  32  32  32  33  32  33  32  33  24  32  32  32  32  25  32  32  32  32  33  32  32  32  32  33  32  24  33  33  31  28
   397  406  406  406  406  405  407  406  407  397  405  406  408  407  398  404  405  406  406  407  404  404  405  406  407  406  398  406  405  404  30
   53   53
   25  32  32  32  33  33  33  32  33  25  33  32  33  32  25  32  32  32  32  33  33  32  33  33  33  32  25  33  33  31  26
   397  406  406  406  406  406  407  407  408  398  406  407  408  407  399  405  406  407  407  407  405  405  406  407  408  406  399  407  406  405  29
   54   54
   25  32  33  33  33  33  33  33  33  25  33  33  33  33  25  33  32  33  33  33  33  32  33  33  33  33  25  34  33  31  27
   396  405  405  405  405  405  406  406  407  397  405  406  407  406  398  403  405  406  406  406  404  404  405  406  407  405  398  406  405  404  29
   55   55
   28  35  35  35  36  36  36  35  36  28  36  36  35  35  28  35  35  36  35  36  36  35  36  35  36  35  28  36  36  34  26
   394  403  403  403  403  402  404  404  404  394  402  403  405  404  395  401  402  403  404  404  402  402  402  403  404  403  396  404  403  401  30
   56   56
   27  34  34  34  35  35  35  34  35  27  35  35  35  34  27  35  34  35  34  35  35  34  35  35  35  35  27  35  35  33  26
   392  400  401  401  400  400  401  401  402  392  400  401  402  402  393  399  400  401  401  402  399  399  400  401  402  401  393  402  400  399  29
   57   57
   21  29  29  29  30  30  30  29  30  21  30  29  29  29  22  29  29  29  29  30  30  29  29  29  30  29  22  30  30  28  27
   394  403  403  403  403  403  404  404  404  395  403  403  405  404  396  401  403  404  404  404  402  402  402  404  405  403  396  404  403  402  29
   58   58
   23  30  30  31  31  31  31  30  31  23  31  31  31  30  23  31  30  31  30  31  31  30  31  31  31  31  23  31  31  29  26
   395  404  404  404  404  404  405  405  405  396  403  404  406  405  397  402  403  405  405  405  402  402  403  404  406  404  397  405  404  403  29
   59   59
   24  32  32  32  33  32  33  32  33  24  32  32  32  32  24  32  32  32  32  33  32  32  32  32  32  32  24  33  32  31  28
   395  403  404  404  404  403  404  405  405  395  403  404  405  405  396  402  403  404  404  404  402  402  403  404  405  404  396  404  403  402  29
   60   60
   25  33  33  33  34  33  34  33  34  25  34  33  33  33  26  33  33  33  33  34  33  33  33  33  34  33  26  34  34  32  27
   395  404  404  404  404  404  405  405  406  396  404  404  406  405  397  402  403  405  405  405  403  403  403  405  405  404  397  405  404  403  29
   61   61
   25  33  33  33  34  34  34  33  34  25  34  33  33  33  26  33  33  33  33  34  34  33  33  33  34  33  26  34  34  32  27
   397  405  405  405  405  405  406  406  407  397  405  406  407  406  398  404  405  406  406  406  404  404  405  406  407  405  398  406  405  404  28
   62   62
   26  33  33  33  34  34  34  33  34  26  34  34  34  33  26  33  33  33  33  34  34  33  34  34  34  34  26  34  34  32  26
   394  403  403  403  403  403  404  404  405  395  403  403  405  404  396  402  403  404  404  404  402  402  402  404  405  403  396  404  403  402  29
   63   63
   25  32  32  32  33  33  33  32  33  25  33  32  33  32  25  32  32  32  32  33  33  32  33  33  33  32  25  33  33  31  26
   392  401  401  401  401  401  402  402  403  393  401  401  403  402  394  400  401  402  402  402  400  400  400  402  403  401  394  402  401  400  29
   64   64
   24  32  32  32  33  33  33  32  33  24  33  32  32  32  25  32  32  32  32  33  33  32  32  32  32  32  25  33  33  31  27
   391  399  399  399  399  399  400  400  401  391  399  400  401  400  392  398  399  400  400  400  398  398  399  400  401  400  392  400  399  398  28
   1 < bad leads>
   24
 <skipbeat array>
